area,bedrooms,bathrooms,location,price
1253,3,2,Sagar,1409410.2144581755
1146,2,3,Sagar,1175364.7713442533
612,1,3,Noida,1396552.8294678666
755,1,3,Sagar,815732.979005073
763,1,1,Jabalpur,918153.1566271113
843,2,1,Rewa,1142968.6181544538
618,1,1,Pune,1438826.9032273458
626,1,1,Pune,1360118.4964702895
1111,2,1,Pune,2248517.8949961723
856,2,3,Sagar,1024337.1197779649
798,1,3,Indore,1078589.7219250216
1426,3,1,Bhopal,1813780.218412826
655,1,3,Jabalpur,917227.3079335815
636,1,2,Indore,887731.4939238766
822,2,3,Mumbai,2473722.2607011683
646,1,2,Mumbai,1686387.5148557613
664,1,1,Noida,1422219.4061573788
1437,3,3,Pune,2657614.0751853995
772,1,1,Satna,687463.1424905594
975,2,2,Sagar,1167219.962831678
658,1,2,Rewa,848549.6179279905
1208,3,1,Jabalpur,1752170.1603899184
1359,3,3,Jabalpur,1799462.0649684782
783,1,3,Noida,1504671.0930813374
675,1,3,Pune,1791240.527403261
1073,2,3,Satna,1170295.6926432825
1319,3,3,Pune,2930302.3226257525
1458,3,2,Pune,2578538.645097883
627,1,3,Indore,1058968.0144429398
619,1,1,Pune,1420061.6321186284
1182,2,3,Sagar,959980.2571186544
1270,3,3,Sagar,1449521.8285476998
1005,2,2,Pune,2523228.576396003
1313,3,2,Sagar,1441535.758348266
1310,3,2,Bhopal,1846070.2798222126
808,2,3,Indore,1163462.032063777
704,1,3,Noida,1782992.8666238862
725,1,3,Noida,1287134.4470459803
606,1,2,Jabalpur,932374.6687817255
927,2,1,Indore,1128326.5975631147
800,1,1,Satna,645568.389264532
1439,3,2,Pune,2778673.1465861164
679,1,3,Satna,792137.707230369
601,1,3,Satna,794587.4846547212
786,1,3,Satna,850333.2083997697
1156,2,3,Mumbai,2358239.102805059
830,2,2,Pune,1951969.2633733063
1290,3,1,Jabalpur,1775087.701959429
790,1,1,Jabalpur,1009547.8463262548
677,1,3,Noida,1549855.8359870203
1253,3,1,Bhopal,1844196.3013995702
708,1,3,Jabalpur,923756.9758069289
666,1,3,Indore,1037192.0078613432
1378,3,1,Rewa,1452153.9224771485
730,1,3,Sagar,846196.0502962825
1179,2,1,Mumbai,2128618.08596333
1486,3,1,Satna,1281874.2307844511
1400,3,2,Indore,1788963.2262105343
1103,2,3,Satna,915123.3648065346
1060,2,2,Rewa,1163136.4132285016
1145,2,2,Jabalpur,1179500.5723572585
1100,2,2,Satna,949439.6553659647
756,1,3,Bhopal,944606.7143062911
662,1,1,Pune,1591197.6517999992
687,1,1,Indore,915549.5429832513
1455,3,2,Satna,1245310.3616312165
975,2,2,Mumbai,1903686.9882917847
603,1,1,Pune,1504834.9334842048
1461,3,2,Noida,2606317.858231679
1333,3,1,Bhopal,1959495.3318232088
609,1,1,Sagar,637586.4456494424
705,1,3,Bhopal,907623.2241137665
1139,2,1,Indore,1289361.0282098548
815,2,3,Noida,2071243.0466497594
1169,2,2,Jabalpur,1053182.7501400854
1158,2,1,Indore,1102197.7631489942
753,1,3,Pune,1708966.5394065778
1017,2,2,Sagar,1101721.8780038524
771,1,1,Indore,930183.548383335
897,2,3,Jabalpur,1365462.5339995062
1364,3,2,Indore,1971713.607194275
1093,2,2,Mumbai,2098783.778263103
884,2,3,Rewa,1244215.9120015092
846,2,3,Sagar,1103871.1559451525
670,1,3,Sagar,849541.9256502775
731,1,3,Rewa,780936.911367441
1401,3,3,Jabalpur,1698865.2854902158
785,1,3,Sagar,696727.5287374123
680,1,1,Sagar,729077.3166965696
766,1,3,Jabalpur,950078.4354048796
977,2,1,Noida,2121806.6154869823
911,2,3,Noida,2310337.0466258666
1407,3,1,Pune,2995201.987259499
1019,2,2,Pune,1889883.2150453886
1158,2,1,Sagar,1048262.9799847552
1491,3,3,Bhopal,2050892.9037589426
864,2,1,Satna,1157321.9418914772
690,1,1,Sagar,715701.6047899636
660,1,2,Pune,1586372.9056735695
997,2,3,Pune,1946967.1786884249
1247,3,3,Pune,3106228.3562545395
637,1,3,Satna,766953.8796723966
832,2,3,Indore,1619997.3274154842
1484,3,1,Indore,1814416.098424972
1045,2,3,Satna,1094908.83686223
1482,3,3,Sagar,1497118.5619525523
718,1,3,Satna,691519.8482457148
709,1,1,Satna,756886.8186641899
708,1,1,Bhopal,884071.8995275314
1312,3,1,Sagar,1229613.8865714727
1456,3,1,Jabalpur,1998625.907523607
912,2,3,Rewa,1153946.7001998269
1424,3,2,Satna,1270144.0555519497
748,1,2,Mumbai,1795136.1236540931
920,2,2,Sagar,1018028.5705569291
946,2,2,Sagar,940171.9935459582
1460,3,3,Noida,2562044.9364932184
1416,3,2,Satna,1548032.7104160832
1466,3,2,Sagar,1515993.2765392782
1452,3,2,Satna,1344376.2049311784
711,1,1,Jabalpur,900526.0706784935
811,2,1,Sagar,1168699.5220855302
836,2,1,Bhopal,1194371.760159718
863,2,2,Sagar,1004835.8602970522
773,1,3,Mumbai,1763351.6700078074
742,1,3,Pune,1310655.20767313
634,1,2,Noida,1685202.4422769253
723,1,1,Indore,779310.1695670275
931,2,3,Rewa,936906.9483152399
1142,2,2,Sagar,1180954.1580939493
625,1,2,Mumbai,1385113.988537945
870,2,2,Jabalpur,1404820.17229983
753,1,3,Bhopal,1049627.5217748787
1470,3,2,Pune,2579953.273523017
814,2,2,Jabalpur,1423414.3107182193
748,1,1,Jabalpur,837296.1509612303
1311,3,3,Mumbai,2735756.7270479854
978,2,3,Indore,1382733.5678075165
701,1,3,Jabalpur,881558.479985498
708,1,3,Satna,819743.3921278558
1457,3,1,Jabalpur,1874398.3493714896
1130,2,1,Pune,1880820.5045119373
705,1,1,Bhopal,867152.3181599999
1378,3,1,Pune,2820182.6707283794
1256,3,3,Indore,1889637.3349740666
1167,2,3,Mumbai,1837739.4552376226
1451,3,1,Pune,2968428.6768346652
667,1,3,Bhopal,1038681.2534873876
1309,3,3,Bhopal,1958851.1525798333
753,1,2,Sagar,814295.4879825487
927,2,2,Indore,1274284.9106576869
1006,2,3,Mumbai,2286201.779299382
772,1,3,Pune,1348127.7240549605
729,1,2,Mumbai,1708886.60402507
1126,2,2,Bhopal,1195426.109026649
1312,3,2,Jabalpur,1637978.9494485923
1402,3,2,Indore,1650053.292116219
960,2,3,Bhopal,1363195.5358336437
894,2,1,Indore,1156659.259075354
665,1,1,Indore,1024847.7484721259
979,2,1,Satna,892874.3281025492
1401,3,3,Sagar,1264659.2067860265
756,1,2,Mumbai,1458754.1054421337
1055,2,2,Indore,1086177.0552620245
859,2,1,Bhopal,1201889.1853337288
1431,3,3,Noida,2757454.029304559
610,1,3,Pune,1443588.557622331
800,2,1,Jabalpur,1485017.8608385269
1409,3,3,Jabalpur,1698810.6355260755
696,1,2,Noida,1722107.0176391946
608,1,1,Pune,1447440.009628527
702,1,1,Jabalpur,993706.269670693
1319,3,2,Sagar,1270594.5583153698
1339,3,2,Bhopal,1711080.1313612643
1268,3,3,Bhopal,1684334.928530314
915,2,1,Pune,2335882.21641113
604,1,3,Satna,739738.2824113397
1156,2,3,Satna,1167771.6595698383
998,2,3,Satna,1007127.5617301736
867,2,2,Noida,2431958.8226902015
1417,3,2,Jabalpur,1746663.4968745217
1148,2,3,Bhopal,1136907.664787415
1178,2,3,Bhopal,1103092.5653498794
1294,3,2,Sagar,1498250.7126559643
613,1,1,Satna,737340.2728597566
819,2,3,Jabalpur,1351681.7323609963
643,1,2,Rewa,838047.7153945694
837,2,3,Noida,1954335.3252677587
687,1,2,Rewa,828953.635275721
1243,3,3,Jabalpur,1931293.1368616694
957,2,1,Noida,2243622.416414909
1430,3,2,Noida,2574650.233903038
1181,2,2,Bhopal,1305704.899520088
1060,2,1,Rewa,930636.8370975625
1332,3,1,Indore,1896376.5121653022
1153,2,1,Jabalpur,1054276.7522697458
1200,3,3,Jabalpur,2095318.080753165
1341,3,2,Noida,2560694.6267449954
840,2,2,Jabalpur,1094499.7648196
1096,2,3,Indore,1111175.475240411
1440,3,3,Indore,1786924.706063447
1226,3,2,Bhopal,1689070.5375827341
1284,3,1,Bhopal,1833191.2489697654
1321,3,3,Noida,2489726.3427080563
816,2,3,Sagar,932109.5531890133
1479,3,2,Rewa,1332740.1824277418
1353,3,2,Sagar,1536428.6495309884
644,1,3,Indore,929548.241987706
1175,2,2,Sagar,1120095.001409424
1229,3,1,Pune,2706126.0028418167
803,2,1,Mumbai,1988725.3440042445
1291,3,3,Sagar,1579890.6775328885
675,1,2,Bhopal,787199.837602793
788,1,1,Rewa,645756.8589016285
1065,2,2,Rewa,1129646.4300204297
1426,3,1,Bhopal,1574033.320140799
1370,3,2,Satna,1490735.2394892625
929,2,3,Pune,2505245.672416424
1213,3,1,Pune,2870868.1865566736
1361,3,3,Jabalpur,1756495.7581316945
670,1,3,Bhopal,1055263.7884665418
738,1,1,Bhopal,990267.5888734249
1146,2,3,Satna,1153030.6895432833
663,1,2,Jabalpur,882404.9884117866
905,2,3,Mumbai,2360248.058258765
814,2,2,Satna,1016814.302629563
1218,3,1,Pune,2586392.8049456594
1151,2,3,Mumbai,2089919.0498108051
1365,3,2,Indore,1718325.3055205909
1051,2,2,Sagar,1128617.3978895973
932,2,3,Mumbai,2039502.7927099627
649,1,1,Pune,1543389.0414334591
1288,3,2,Rewa,1474115.424504781
1114,2,1,Sagar,915216.9319537153
1278,3,3,Rewa,1401043.9181778012
710,1,2,Noida,1351860.6458370886
1056,2,1,Pune,2185140.688710176
1306,3,2,Bhopal,1905581.0992859239
1305,3,3,Noida,2878764.7268405864
822,2,1,Noida,2220448.6596228164
830,2,2,Jabalpur,1103610.7201595535
1115,2,3,Mumbai,2164781.956709749
1065,2,2,Rewa,981366.1604390605
1317,3,2,Sagar,1515123.0450506476
1058,2,1,Mumbai,2300250.60658652
857,2,2,Bhopal,1567840.0374183427
653,1,3,Mumbai,1255254.7386223853
1343,3,2,Mumbai,2750706.484211836
742,1,2,Bhopal,962977.2370392362
1261,3,3,Bhopal,1958312.434556889
1246,3,3,Indore,1628095.5325218393
1163,2,3,Indore,1532963.5242165104
1008,2,3,Satna,1020226.7711254467
1257,3,1,Mumbai,2851834.4045474445
1042,2,3,Sagar,905523.2663523513
1302,3,3,Jabalpur,1831761.3233578599
1218,3,2,Rewa,1278360.766044912
1327,3,3,Pune,2707046.565585738
1248,3,3,Rewa,1458408.2037934393
725,1,2,Rewa,832909.8238052733
1216,3,2,Jabalpur,1921949.680911045
1286,3,3,Pune,3012650.0124093504
1249,3,3,Pune,2961316.0395769333
926,2,1,Noida,1893829.586040383
1327,3,3,Pune,2791004.1169858393
1311,3,2,Noida,2929718.3930715597
735,1,2,Pune,1400548.8033440742
1330,3,3,Bhopal,1733862.212599433
897,2,3,Rewa,1015087.7661860039
761,1,2,Pune,1552701.8736165334
711,1,1,Noida,1605669.9905867323
982,2,1,Indore,1519606.3020394698
1489,3,3,Mumbai,2535585.2145464234
1386,3,2,Rewa,1490327.2653435136
1435,3,1,Rewa,1586830.076802082
802,2,3,Noida,2397686.490200585
1276,3,3,Sagar,1495374.1375958507
1135,2,3,Bhopal,1189417.5742839398
734,1,2,Jabalpur,867877.2971909561
1490,3,1,Rewa,1287785.6496087068
1041,2,3,Bhopal,1192168.4641486772
1461,3,3,Pune,3109796.038538174
1489,3,2,Indore,2018961.8339755381
1360,3,1,Noida,3225924.055194431
1203,3,2,Bhopal,1926009.4554834617
1472,3,2,Jabalpur,1905836.1554368471
604,1,2,Indore,961273.0956192038
939,2,2,Rewa,995038.704382948
617,1,2,Jabalpur,984683.2951201483
868,2,3,Sagar,1122384.2407812292
1200,3,1,Mumbai,2896949.0520942165
607,1,2,Sagar,660785.0529632464
767,1,1,Sagar,742116.3416632278
771,1,1,Sagar,641561.6012701844
1436,3,1,Jabalpur,1774468.962554628
1426,3,1,Sagar,1433687.3470300387
636,1,3,Bhopal,1059968.8680946762
1148,2,1,Bhopal,1364664.0544069102
602,1,1,Sagar,812193.0388927298
1286,3,3,Mumbai,2774743.7792508854
719,1,2,Mumbai,1431710.2470580926
1439,3,3,Noida,3107461.516153903
1162,2,3,Satna,1050960.442455414
1305,3,1,Noida,2549781.3698591543
728,1,2,Bhopal,879874.7113799381
1051,2,2,Noida,2096954.9857224354
1229,3,1,Satna,1392825.2563869543
683,1,3,Indore,1031293.5316453832
762,1,2,Jabalpur,899089.1930207346
1186,2,3,Indore,1170670.6170305733
946,2,3,Bhopal,1380237.7841478428
1482,3,3,Satna,1486100.7529838532
937,2,1,Bhopal,1365809.0817455184
1143,2,2,Sagar,1228743.8283530257
1382,3,2,Mumbai,2755966.990424019
1010,2,1,Pune,2143890.6756629827
953,2,2,Noida,2367537.466219547
1419,3,2,Jabalpur,1696438.2427612285
1262,3,3,Indore,1746224.7761766722
1057,2,2,Bhopal,1492862.0853298262
885,2,1,Noida,2163249.169794971
1056,2,1,Indore,1421887.9456641378
1250,3,1,Rewa,1352511.8628506584
1117,2,2,Bhopal,1356590.53776315
735,1,2,Pune,1838644.0495601767
1274,3,2,Rewa,1491832.3206704808
614,1,3,Mumbai,1379362.2776975683
1413,3,1,Rewa,1394575.2557003016
609,1,2,Rewa,788209.7611894342
836,2,3,Rewa,1077200.0324316518
813,2,2,Jabalpur,1242909.6469094928
1186,2,2,Indore,1121352.6630719253
1267,3,1,Bhopal,1992845.5317003566
1246,3,2,Rewa,1506652.3508805889
1497,3,3,Bhopal,1748327.7443860804
1497,3,2,Rewa,1514978.3354595928
925,2,3,Bhopal,1327105.8982676663
1062,2,3,Bhopal,1358401.7677167591
817,2,2,Pune,2522660.708456022
683,1,3,Indore,890806.1302789473
723,1,2,Mumbai,1305274.4839517511
1077,2,1,Noida,2429084.84024333
1261,3,2,Mumbai,2915318.2289099195
1109,2,3,Noida,2108254.136492636
1184,2,3,Jabalpur,1227953.8536251178
1337,3,2,Satna,1388509.5585418856
1326,3,2,Indore,1867684.73154735
668,1,3,Jabalpur,956663.9561952463
792,1,1,Noida,1601661.987688142
1027,2,2,Rewa,1018979.6527399792
727,1,2,Indore,918956.5441910411
1205,3,1,Indore,1787843.2371486137
659,1,3,Noida,1310931.3583162825
633,1,1,Bhopal,956106.6237068102
1302,3,2,Bhopal,1898583.1403159008
1108,2,2,Mumbai,1915266.6802303535
1416,3,2,Satna,1431435.2980616174
1362,3,1,Mumbai,2930948.9536659773
1284,3,1,Pune,2716487.369322804
1376,3,1,Jabalpur,1666493.2892425673
1153,2,1,Rewa,1149760.1917032618
988,2,3,Sagar,941363.0288316212
718,1,3,Noida,1374144.6156494627
1175,2,3,Indore,1385139.4152911038
1127,2,2,Noida,2095604.2458281529
1208,3,2,Pune,2733452.4039734285
1191,2,2,Bhopal,1450978.2567286564
823,2,3,Satna,1124929.3117449144
775,1,3,Satna,718087.355765294
1232,3,2,Rewa,1289518.0251693705
1271,3,2,Rewa,1461612.5301822196
788,1,1,Indore,890362.2453502752
775,1,1,Bhopal,984993.8853206949
1429,3,3,Indore,1736661.540410327
634,1,3,Sagar,680802.1289001341
1405,3,2,Indore,1921086.5402048226
633,1,3,Bhopal,925212.872640036
731,1,3,Pune,1512273.590344293
1202,3,2,Bhopal,1739331.0131763613
1409,3,3,Mumbai,2985666.6735676355
734,1,2,Sagar,780648.3565866344
879,2,3,Satna,1220450.491807474
629,1,1,Bhopal,922281.4575828798
1104,2,1,Noida,2003379.068251836
1089,2,2,Bhopal,1372120.263048643
1194,2,3,Mumbai,2434092.1524488176
680,1,3,Mumbai,1890268.3208289172
618,1,3,Mumbai,1875779.9342572687
625,1,2,Jabalpur,918058.0131044297
696,1,1,Mumbai,1493633.5177386156
1326,3,2,Pune,2641568.4974876847
793,1,3,Indore,1109949.0265472103
613,1,2,Indore,943945.9750330609
1336,3,1,Noida,2817878.387056426
1465,3,2,Pune,2508558.4348302814
698,1,2,Satna,839837.6768574718
651,1,1,Jabalpur,880338.8823616635
1311,3,3,Sagar,1371718.4720239288
632,1,1,Rewa,787665.8082432256
1091,2,1,Jabalpur,1468346.4419160236
657,1,1,Pune,1324015.2833057966
662,1,1,Mumbai,1456865.9858712344
1244,3,1,Sagar,1234558.827292251
1301,3,3,Jabalpur,1877134.0496504013
838,2,1,Jabalpur,1147960.0789040306
683,1,2,Rewa,745631.8307772557
780,1,1,Indore,886184.1076725809
937,2,3,Pune,2146417.451384676
1361,3,3,Indore,1702564.7832581408
754,1,3,Rewa,759371.1270941134
1151,2,1,Mumbai,2152800.109248201
1059,2,2,Jabalpur,1099902.334789959
1120,2,3,Sagar,986114.9013892643
616,1,1,Bhopal,1012644.6431319644
630,1,2,Mumbai,1677102.0647644214
669,1,2,Noida,1549937.5322538475
759,1,1,Pune,1790912.0835310256
1452,3,3,Mumbai,2622224.347596366
1380,3,2,Mumbai,2847306.146916981
1065,2,1,Bhopal,1223058.4589069677
1200,3,3,Indore,1710609.831011448
1070,2,3,Rewa,1168674.159805735
1210,3,1,Sagar,1346974.0057795926
966,2,1,Pune,1919994.0991922263
852,2,1,Mumbai,2049843.4625135264
1469,3,2,Sagar,1475397.8702014028
977,2,2,Mumbai,2266630.5920812977
1128,2,3,Mumbai,1899264.6397304025
734,1,1,Jabalpur,830131.640793177
749,1,3,Sagar,833204.4338426539
1189,2,3,Satna,1290780.508817175
1236,3,3,Indore,1952520.6130795777
687,1,1,Rewa,782777.6556770216
764,1,3,Pune,1742191.9582703467
1108,2,3,Noida,2328693.6907594264
1292,3,3,Bhopal,1814203.7730928832
824,2,2,Noida,1984631.6709236496
647,1,1,Pune,1582827.9952539008
1408,3,2,Pune,2644223.519780353
861,2,2,Mumbai,2340330.0978728295
1259,3,1,Mumbai,2851982.578129311
794,1,2,Sagar,691741.3655477472
1317,3,1,Mumbai,3136393.9830271606
1323,3,2,Indore,1445534.236947428
949,2,3,Sagar,947911.8557494615
729,1,2,Pune,1865477.0124178997
615,1,1,Satna,766643.5085583187
809,2,2,Rewa,1237850.1297262856
1037,2,2,Sagar,853817.2361985
1023,2,3,Rewa,1256750.4834168004
634,1,1,Indore,920839.8631743287
729,1,3,Sagar,906140.8093779067
1219,3,2,Sagar,1416161.3917415142
781,1,2,Satna,731762.8537556573
1085,2,3,Rewa,940006.2704912721
1313,3,3,Rewa,1321646.1084723982
1102,2,2,Bhopal,1264273.4619538784
874,2,1,Satna,838327.9622845382
600,1,2,Indore,905290.1062598084
612,1,2,Rewa,768983.0415098838
1255,3,3,Satna,1269750.5223192943
1346,3,1,Sagar,1402586.920821923
1337,3,3,Mumbai,2861103.265174696
618,1,2,Pune,1283965.887201141
1344,3,2,Indore,1723915.9124675365
795,1,3,Jabalpur,945669.8470776653
601,1,1,Mumbai,1719110.9552997705
793,1,1,Bhopal,1010028.9682973707
723,1,3,Bhopal,929413.6417038669
1499,3,3,Rewa,1184115.9280598757
1289,3,1,Sagar,1570761.4438963707
714,1,2,Noida,1310770.4528084735
1232,3,3,Sagar,1658614.2825408985
946,2,2,Satna,1169958.9034538874
907,2,1,Indore,1049817.5234994506
1215,3,3,Sagar,1481406.5413012481
624,1,3,Rewa,756809.5022821676
611,1,3,Pune,1642261.5127213506
735,1,3,Mumbai,1734385.5164765122
673,1,2,Sagar,791208.3727354328
893,2,3,Indore,1523639.1940214208
981,2,3,Mumbai,2384757.2353057936
1338,3,3,Indore,1910572.0997115087
1466,3,1,Jabalpur,2017957.1496637354
706,1,2,Sagar,825485.4037429565
1187,2,2,Rewa,1012690.5335443576
1183,2,2,Noida,2474281.2620297284
878,2,3,Jabalpur,1528905.6020534644
1431,3,3,Bhopal,1748568.5169949024
1446,3,1,Satna,1470805.985262728
1184,2,1,Bhopal,1542515.0615752619
1011,2,3,Bhopal,1463295.9522109837
912,2,3,Mumbai,2074727.6707154808
1333,3,3,Sagar,1383269.0191013317
663,1,3,Indore,1045928.8932513049
800,1,1,Bhopal,940603.0979142445
1475,3,3,Pune,2622558.457762822
753,1,3,Rewa,725040.3477256229
1230,3,2,Jabalpur,1957410.4577194687
968,2,2,Indore,1058609.250266218
747,1,3,Pune,1792026.7791196248
909,2,1,Noida,2218124.339676802
834,2,2,Jabalpur,1204423.0190082719
1196,2,1,Indore,1101661.592301118
957,2,2,Noida,2244108.209171718
789,1,1,Rewa,649678.5598465052
753,1,1,Noida,1560152.8981982106
844,2,2,Indore,1495817.5980692639
676,1,3,Bhopal,1035659.2473643752
1235,3,1,Mumbai,2686886.954768373
973,2,1,Rewa,906602.3804002844
774,1,2,Jabalpur,885108.1631610645
739,1,1,Noida,1315058.069029222
1455,3,1,Mumbai,3215405.1862186817
1346,3,1,Noida,2469270.890550899
1300,3,2,Jabalpur,1763563.3844793038
675,1,3,Bhopal,932823.2738098521
957,2,2,Pune,1940831.2405506202
1220,3,1,Indore,1596418.112329498
1256,3,1,Pune,2842860.46610972
1024,2,2,Rewa,885954.3391272721
723,1,1,Pune,1754133.99268899
760,1,2,Pune,1736549.9002956145
1110,2,3,Satna,908987.5730148312
1478,3,1,Pune,2721709.0830978425
1034,2,1,Sagar,905104.4428270708
637,1,3,Indore,915602.7304439396
865,2,3,Satna,1003685.6876888963
1128,2,3,Noida,2222226.7559421593
1494,3,2,Pune,3033510.265076136
1093,2,3,Pune,1877949.4615628265
667,1,3,Jabalpur,868903.5951889387
1485,3,1,Satna,1268683.3847209725
746,1,3,Satna,803620.6396263428
1265,3,2,Sagar,1521246.1780241875
867,2,1,Jabalpur,1207474.4849124248
723,1,2,Satna,803955.3153149603
675,1,2,Sagar,711611.4248125625
858,2,1,Mumbai,2440413.5701380386
916,2,1,Sagar,1025382.5145225669
662,1,3,Mumbai,1483281.1020026458
1314,3,3,Pune,2620385.5551769193
1304,3,1,Sagar,1280558.4697060166
698,1,1,Jabalpur,903485.4282461304
1212,3,2,Noida,2593959.0533719203
1052,2,1,Mumbai,2291057.5860260273
741,1,1,Indore,980415.2489493125
1287,3,2,Sagar,1449497.2146618736
738,1,3,Mumbai,1696891.7974332706
794,1,2,Jabalpur,1005844.0464126674
718,1,3,Indore,1017050.1188787906
948,2,1,Indore,1107580.8807817092
1443,3,1,Bhopal,1937072.9779731897
880,2,2,Noida,2292221.959195294
1187,2,3,Sagar,1018178.2077824594
629,1,1,Mumbai,1229296.9869461798
708,1,1,Jabalpur,933920.7945255236
1484,3,3,Noida,2772364.3488494125
674,1,2,Pune,1242849.7957251985
702,1,1,Pune,1444862.4663023863
999,2,3,Jabalpur,1137156.6945113682
1171,2,2,Sagar,899427.2968868612
765,1,1,Pune,1175307.5968424713
797,1,3,Satna,707819.2598324938
785,1,3,Pune,1375159.6448767022
722,1,3,Indore,1086650.751857198
1407,3,1,Jabalpur,1880035.1374436137
1237,3,3,Sagar,1412101.5916778047
1458,3,3,Indore,1711668.6010619414
772,1,2,Indore,894277.2811250741
622,1,2,Bhopal,881117.6105201384
1041,2,3,Indore,1295924.6880628143
1299,3,3,Noida,2941585.7657325463
648,1,3,Mumbai,1576829.9734331628
616,1,1,Indore,992572.0379292179
1179,2,3,Bhopal,1291298.6700105253
1038,2,1,Mumbai,2037527.2834671298
1218,3,1,Sagar,1324911.1872701214
1097,2,3,Mumbai,1938781.2758788792
1407,3,3,Noida,2992529.6314044385
1383,3,2,Mumbai,2732609.971518504
998,2,1,Indore,1338384.8859331002
866,2,3,Jabalpur,1512051.8728919288
1256,3,2,Pune,2796906.695828816
612,1,1,Rewa,708721.0980150853
642,1,2,Rewa,672392.1746216402
691,1,3,Jabalpur,1018092.9893455709
676,1,3,Sagar,692675.4568546348
851,2,1,Rewa,1120985.776511395
1047,2,3,Pune,2403871.832316388
646,1,3,Rewa,857769.2416426396
634,1,1,Pune,1379843.9220175084
1200,2,2,Bhopal,1190166.716535033
798,1,1,Rewa,741667.2853623836
1484,3,2,Indore,2058679.780158174
690,1,1,Bhopal,962245.9675246729
784,1,2,Rewa,862604.1958090797
1487,3,1,Sagar,1304999.60758123
1308,3,2,Noida,2954497.159005326
1129,2,1,Satna,1069054.1524011532
802,2,1,Satna,912905.602933709
1276,3,1,Jabalpur,2049489.2207350333
1036,2,3,Bhopal,1317888.4768577062
1257,3,3,Noida,2644583.590730423
629,1,2,Mumbai,1849503.6984799535
1233,3,2,Indore,1647464.333984357
1285,3,2,Noida,2798571.6767461435
1218,3,1,Indore,1856590.2548770339
750,1,3,Mumbai,1479115.6404043548
1436,3,3,Noida,2938040.450360158
1216,3,3,Pune,2801792.898496079
1147,2,2,Jabalpur,1405752.7343553726
1486,3,1,Sagar,1393554.4294825427
786,1,3,Pune,1488202.168538929
998,2,2,Indore,1423805.2042086646
929,2,3,Noida,2063888.931421746
1251,3,2,Bhopal,1835343.8765062045
853,2,3,Jabalpur,1551655.069534891
1419,3,1,Bhopal,1429626.459632734
1433,3,3,Noida,2451789.2095785043
1374,3,1,Jabalpur,1615730.7839720221
647,1,2,Satna,643680.8630224138
1189,2,1,Sagar,939220.4555241512
1253,3,1,Mumbai,2939712.5256955354
954,2,1,Satna,1195151.8665360957
1476,3,3,Pune,2626222.184083704
1131,2,2,Satna,1239206.0928060457
944,2,3,Satna,1105057.3600410896
924,2,1,Pune,2292577.7952270512
918,2,3,Satna,1233245.169679056
1299,3,2,Jabalpur,1696689.6627760176
1195,2,1,Sagar,1195760.849303163
1292,3,2,Rewa,1369606.907694875
705,1,2,Mumbai,1649995.3199191475
1476,3,1,Sagar,1489317.172100369
609,1,1,Rewa,683316.4545011191
660,1,1,Pune,1746224.4637904088
619,1,1,Bhopal,907913.908838356
1194,2,3,Bhopal,1145745.93975896
1233,3,3,Bhopal,2032274.954351491
1160,2,2,Jabalpur,1434698.718117815
887,2,3,Bhopal,1108571.4166934015
1269,3,2,Mumbai,2416428.591348647
634,1,3,Sagar,842259.0662040929
1245,3,3,Rewa,1483145.2823941722
1287,3,2,Satna,1313608.9645989172
873,2,2,Jabalpur,1083403.4663513857
928,2,1,Rewa,956576.5285444945
1324,3,2,Rewa,1660699.9031124448
625,1,1,Mumbai,1516936.599216465
1049,2,2,Rewa,1142310.3450885958
764,1,2,Jabalpur,941492.8204968515
1442,3,2,Noida,2747069.396352727
1493,3,3,Sagar,1444302.9527357717
1266,3,2,Rewa,1470927.6859691916
615,1,3,Satna,849275.1284407376
946,2,2,Pune,1837726.6652308758
1144,2,3,Jabalpur,1318215.372786932
1302,3,1,Bhopal,1886407.6181595933
865,2,2,Rewa,1207452.7601627936
689,1,3,Rewa,787721.2769211638
1303,3,1,Satna,1473534.3708746321
1283,3,1,Bhopal,1946520.7645537576
1490,3,3,Rewa,1446936.4198674923
1291,3,2,Jabalpur,2043282.2621130135
1323,3,2,Indore,1703367.1464461451
1487,3,1,Rewa,1450450.7624349617
1025,2,3,Indore,1529694.9550613964
1495,3,1,Bhopal,1955128.5551362266
762,1,2,Pune,1306242.8502163512
638,1,1,Rewa,661011.6993446397
622,1,1,Bhopal,874032.289311626
931,2,3,Indore,1483096.6938256954
1075,2,3,Bhopal,1382169.9541411204
1294,3,3,Bhopal,1689415.3560783258
1499,3,1,Indore,1660032.0577602587
677,1,2,Indore,1085811.492935251
862,2,3,Indore,1228798.3612504683
769,1,1,Noida,1343396.3414976478
871,2,3,Rewa,899476.8934940993
1279,3,3,Rewa,1412529.841486443
1258,3,3,Mumbai,3013569.423884252
925,2,2,Pune,2417066.4062915393
713,1,1,Jabalpur,980151.7331761902
1224,3,3,Mumbai,2583308.8869095775
707,1,1,Bhopal,936942.1941914818
1115,2,2,Sagar,1068991.1838709873
940,2,2,Pune,1879363.511173939
1290,3,3,Satna,1448018.8384963456
889,2,1,Pune,2009284.8894185936
1008,2,3,Pune,2300600.902196166
1267,3,1,Sagar,1437000.2307131998
770,1,2,Indore,926174.0238891244
1244,3,1,Sagar,1611839.9037384205
915,2,3,Mumbai,2178953.8093566685
1342,3,1,Bhopal,1952453.7583456142
